,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.13301086425781,110737200.0,2.0,2.988731373994071,91.90372846589415,79.49180833830508,62.80714869704102,107.50550348257536,26.844631784261225,83.21340738932291,77.05053456624348,28.6200008392334,53.0683187844653
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,228.75477600097656,6575800.0,2.0,3.46378906635897,221.36638876270547,190.70959237743125,61.27965219288429,270.27172932582766,29.66126547178125,204.6601298014323,205.68219757080078,28.6200008392334,53.0683187844653
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,89.77212524414062,3301000.0,2.0,-0.37938443150555656,107.6488507977051,85.5538202533203,48.50481431624628,-66.27672381717616,1.8251773356804994,94.80075378417969,88.41623013814291,28.6200008392334,53.0683187844653
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566751,220.72113910563448,160.9328632747366,50.925771078499004,24.220608346258853,9.062550924559428,176.4723347981771,155.6141675313314,28.6200008392334,53.0683187844653
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,116.09517669677734,2807800.0,2.0,1.2245678251220653,125.69120362285781,109.0722920131285,52.86542050071445,35.79705892712536,11.101666339373839,114.9031598409017,109.35475807189941,28.6200008392334,53.0683187844653
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,21.493815905596342,180.1913335164388,170.94849955240886,28.6200008392334,53.0683187844653
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.06540298461914,17129500.0,2.0,0.25726380668131554,43.176732422346504,39.02004225111541,53.16056311362827,19.390138725293266,10.31751739999873,41.04964777628581,39.379303805033366,28.6200008392334,53.0683187844653
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,75.11911010742188,6379400.0,2.0,-0.9843221532468078,87.75636388201991,70.97198847393713,47.82917562171991,-92.32406961549196,6.47581208214052,79.47948608398437,77.04645042419433,28.6200008392334,53.0683187844653
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,112.64289093017578,11930900.0,2.0,-0.9668103751689472,126.83776730253228,106.0990689401435,49.235694462887366,-76.94274338376943,0.030421825295526273,117.24987080891927,111.01734987894694,28.6200008392334,53.0683187844653
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,181.267822265625,2620100.0,2.0,0.5684199067792406,204.2228219419455,171.9292090028787,50.962762702292466,-35.69554119555339,4.814324306706712,185.094216410319,174.06390151977538,28.6200008392334,53.0683187844653
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,228.2328338623047,3677300.0,2.0,2.187399933469237,237.721147815041,219.2540551268535,55.50968789067999,20.613628746112163,11.195207281870857,227.20166575113933,212.88153203328451,28.6200008392334,53.0683187844653
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,134.4245147705078,2609500.0,2.0,-0.306789562398734,151.08320340915566,124.91192445949667,49.99254911182568,-33.49057737806807,4.090258668816823,137.01238276163738,131.20563824971518,28.6200008392334,53.0683187844653
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,95.2884292602539,4869967.0,2.0,-1.0176569661361867,108.09984108935838,90.30009711254591,47.48970697077316,-74.27155611866435,5.067576968101773,99.24015986124674,97.82975323994954,28.6200008392334,53.0683187844653
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,53.12790298461914,14748100.0,2.0,-0.5211008454259272,58.24089566616431,51.03490961642846,48.714067023667376,-79.05448116877027,2.601103384418375,55.2089900970459,54.213017018636066,28.6200008392334,53.0683187844653
0,2020-07-01,JNJ,140.69000244140625,141.38999938964844,140.05999755859375,127.750244140625,6174800.0,2.0,-1.516822342415992,135.4473981348582,124.6532785924367,46.8157990942995,-95.28656127277254,8.263697711610174,131.17023391723632,132.75335172017415,28.6200008392334,53.0683187844653
0,2020-07-01,JPM,94.88999938964844,95.70999908447266,93.02999877929688,83.51781463623047,18755700.0,2.0,-0.9915040584441783,100.98949674131862,78.52543856141577,46.828951584762265,-79.28638284862409,1.0040413998891435,88.70834426879883,85.45276756286621,28.6200008392334,53.0683187844653
0,2020-07-01,KO,44.93000030517578,45.529998779296875,44.709999084472656,40.266685485839844,14316500.0,2.0,-0.4001050669129995,44.39739968514301,38.62088110709332,46.685828888757825,-78.25313847067336,11.815029494683902,41.45699869791667,41.190141423543295,28.6200008392334,53.0683187844653
0,2020-07-01,MCD,184.9499969482422,186.44000244140625,183.72000122070312,170.64451599121094,2193800.0,2.0,-0.6772184770603644,185.86365492185166,163.86242387453507,49.65614299089766,-58.550708361892724,1.9739374332015571,173.9344970703125,169.97181854248046,28.6200008392334,53.0683187844653
0,2020-07-01,MMM,156.33999633789062,157.8000030517578,155.30999755859375,133.89395141601562,1625600.0,2.0,0.41886725282117254,144.75389439616453,128.28791468586672,51.65536610473579,-12.03836283073922,6.6890625691515275,135.1881072998047,130.07056935628256,28.6200008392334,53.0683187844653
0,2020-07-01,MRK,73.88359069824219,75.32442474365234,73.58778381347656,66.77593231201172,9948769.0,2.0,-0.37710080759963205,70.56194700078231,62.35829569025773,50.13725823000677,-1.1993258058134055,2.0336943473448836,66.54928805033366,67.13357003529866,28.6200008392334,53.0683187844653
0,2020-07-01,MSFT,203.13999938964844,206.35000610351562,201.77000427246094,198.3463592529297,32061200.0,2.0,4.892476941630861,200.62727632604478,176.39453611292006,61.18486406981627,140.81292731520787,26.83095031649701,184.9010431925456,177.63656641642254,28.6200008392334,53.0683187844653
0,2020-07-01,NKE,98.5,98.72000122070312,97.11000061035156,94.02704620361328,5733800.0,2.0,0.6045456913237075,101.31496899402295,90.10341098034228,52.347820769479675,-25.37362060876205,1.7758399757691963,95.25939051310222,89.80270983378092,28.6200008392334,53.0683187844653
0,2020-07-01,PG,119.6500015258789,120.38999938964844,118.9000015258789,109.37354278564453,6501200.0,2.0,0.5787306367142833,109.88458881572639,104.8933996181115,53.50850532653538,114.07830475145141,4.483214000685996,106.51416244506837,106.37308362325032,28.6200008392334,53.0683187844653
